"arxiv_category","arxiv_abstract"
"stat.TH","  Stochastic zeroth-order optimization concerns problems where only noisy
function evaluations are available. Such problems arises frequently in many
important applications. In this paper, we consider stochastic zeroth-order
optimization over Riemannian submanifolds embedded in an Euclidean space, an
important but less studied area, and propose four algorithms for solving this
class of problems under different settings. Our algorithms are based on
estimating the Riemannian gradient and Hessian from noisy objective function
evaluations, based on a Riemannian version of the Gaussian smoothing technique.
In particular, we consider the following settings for the objective function:
(i) stochastic and gradient-Lipschitz (in both nonconvex and geodesic convex
settings), (ii) sum of gradient-Lipschitz and non-smooth functions, and (iii)
Hessian-Lipschitz. For these settings, we characterize the oracle complexity of
our algorithms to obtain appropriately defined notions of $\epsilon$-stationary
point or $\epsilon$-approximate local minimizer. Notably, our complexities are
independent of the dimension of the ambient Euclidean space and depend only on
the intrinsic dimension of the manifold under consideration. We demonstrate the
applicability of our algorithms by simulation results.
"
"stat.TH","  Design-consistent model-assisted estimation has become the standard practice
in survey sampling. However, a general theory is lacking so far, which allows
one to incorporate modern machine-learning techniques that can lead to
potentially much more powerful assisting models. We propose a subsampling
Rao-Blackwell method, and develop a statistical learning theory for exactly
design-unbiased estimation with the help of linear or non-linear prediction
models. Our approach makes use of classic ideas from Statistical Science as
well as the rapidly growing field of Machine Learning. Provided rich auxiliary
information, it can yield considerable efficiency gains over standard linear
model-assisted methods, while ensuring valid estimation for the given target
population, which is robust against potential mis-specifications of the
assisting model at the individual level.
"
"stat.TH","  We detail an approach to develop Stein's method for bounding integral metrics
on probability measures defined on a Riemannian manifold $\mathbf{M}$. Our
approach exploits the relationship between the generator of a diffusion on
$\mathbf{M}$ with target invariant measure and its characterising Stein
operator. We consider a pair of such diffusions with different starting points,
and investigate properties of solution to the Stein equation based on analysis
of the distance process between the pair. Several examples elucidating the role
of geometry of $\mathbf{M}$ in these developments are presented.
"
"stat.TH","  Recent theoretical studies proved that deep neural network (DNN) estimators
obtained by minimizing empirical risk with a certain sparsity constraint can
attain optimal convergence rates for regression and classification problems.
However, the sparsity constraint requires to know certain properties of the
true model, which are not available in practice. Moreover, computation is
difficult due to the discrete nature of the sparsity constraint. In this paper,
we propose a novel penalized estimation method for sparse DNNs, which resolves
the aforementioned problems existing in the sparsity constraint. We establish
an oracle inequality for the excess risk of the proposed sparse-penalized DNN
estimator and derive convergence rates for several learning tasks. In
particular, we prove that the sparse-penalized estimator can adaptively attain
minimax convergence rates for various nonparametric regression problems. For
computation, we develop an efficient gradient-based optimization algorithm that
guarantees the monotonic reduction of the objective function.
"
"stat.TH","  We show that for local alternatives to uniformity which are determined by a
sequence of square integrable densities the moderate deviation (MD) theorem for
the corresponding Neyman-Pearson statistic does not hold in the full range for
all unbounded densities. We give a sufficient condition under which MD theorem
holds. The proof is based on Mogulskii's inequality.
"
"stat.TH","  We consider a variational autoencoder (VAE) for binary data. Our main
innovations are an interpretable lower bound for its training objective, a
modified initialization and architecture of such a VAE that leads to faster
training, and a decision support for finding the appropriate dimension of the
latent space via using a PCA. Numerical examples illustrate our theoretical
result and the performance of the new architecture.
"
"stat.TH","  This paper is devoted to the estimation of a partial graphical model with a
structural Bayesian penalization. Precisely, we are interested in the linear
regression setting where the estimation is made through the direct links
between potentially high-dimensional predictors and multiple responses, since
it is known that Gaussian graphical models enable to exhibit direct links only,
whereas coefficients in linear regressions contain both direct and indirect
relations (due e.g. to strong correlations among the variables). A smooth
penalty reflecting a generalized Gaussian Bayesian prior on the covariates is
added, either enforcing patterns (like row structures) in the direct links or
regulating the joint influence of predictors. We give a theoretical guarantee
for our method, taking the form of an upper bound on the estimation error
arising with high probability, provided that the model is suitably regularized.
Empirical studies on synthetic data and real datasets are conducted to compare
the efficiency of the model with well-known related procedures. Our work shows
that the flexibility induced by the additional hyperparametrization may control
the extent of structuring in the direct links and improve both predictions and
statistical interpretations.
"
"stat.TH","  The estimation of covariance operators of spatio-temporal data is in many
applications only computationally feasible under simplifying assumptions, such
as separability of the covariance into strictly temporal and spatial
factors.Powerful tests for this assumption have been proposed in the
literature. However, as real world systems, such as climate data are
notoriously inseparable, validating this assumption by statistical tests, seems
inherently questionable. In this paper we present an alternative approach: By
virtue of separability measures, we quantify how strongly the data's covariance
operator diverges from a separable approximation. Confidence intervals localize
these measures with statistical guarantees. This method provides users with a
flexible tool, to weigh the computational gains of a separable model against
the associated increase in bias. As separable approximations we consider the
established methods of partial traces and partial products, and develop weak
convergence principles for the corresponding estimators. Moreover, we also
prove such results for estimators of optimal, separable approximations, which
are arguably of most interest in applications. In particular we present for the
first time statistical inference for this object, which has been confined to
estimation previously. Besides confidence intervals, our results encompass
tests for approximate separability. All methods proposed in this paper are free
of nuisance parameters and do neither require computationally expensive
resampling procedures nor the estimation of nuisance parameters. A simulation
study underlines the advantages of our approach and its applicability is
demonstrated by the investigation of German annual temperature data.
"
"stat.TH","  In Bayesian nonparametrics there exists a rich variety of discrete priors,
including the Dirichlet process and its generalizations, which are nowadays
well-established tools. Despite the remarkable advances, few proposals are
tailored for modeling observations lying on product spaces, such as
$\mathbb{R}^p$. In this setting, most of the available priors lack of
flexibility and they do not allow for separate partition structures among the
spaces. We address these issues by introducing a discrete nonparametric prior
termed enriched Pitman-Yor process (EPY). Theoretical properties of this novel
prior are extensively investigated. Specifically, we discuss its formal link
with the enriched Dirichlet process and normalized random measures, we describe
a square-breaking representation and we obtain closed form expressions for the
posterior law and the involved urn schemes. In second place, we show that
several existing approaches, including Dirichlet processes with a spike and
slab base measure and mixture of mixtures models, implicitly rely on special
cases of the EPY, which therefore constitutes a unified probabilistic framework
for many Bayesian nonparametric priors. Interestingly, our unifying formulation
will allow to naturally extend these models, while preserving their analytical
tractability. As an illustration, we employ the EPY for a species sampling
problem in ecology.
"
"stat.TH","  The paper discusses identification conditions, representations and relations
of generalized least squares estimators of regression parameters in
multivariate linear regression models such as seemingly unrelated and fixed
effect panel models. Results are presented on identification for unrestricted
dispersion structure and general heteroskedasticity and cross-equation
dependence, considering explicit and implicit restrictions, singularity of the
dispersion and multicollinearity in the design matrix.
"
"stat.TH","  We investigate the large-sample behavior of change-point tests based on
weighted two-sample U-statistics, in the case of short-range dependent data.
Under some mild mixing conditions, we establish convergence of the test
statistic to an extreme value distribution. A simulation study shows that the
weighted tests are superior to the non-weighted versions when the change-point
occurs near the boundary of the time interval, while they loose power in the
center.
"
"stat.TH","  We consider the problem of estimating the joint distribution of $n$
independent random variables. Our approach is based on a family of candidate
probabilities that we shall call a model and which is chosen to either contain
the true distribution of the data or at least to provide a good approximation
of it with respect to some loss function. The aim of the present paper is to
describe a general estimation strategy that allows to adapt to both the
specific features of the model and the choice of the loss function in view of
designing an estimator with good estimation properties. The losses we have in
mind are based on the total variation, Hellinger, Wasserstein and
$\mathbb{L}_p$-distances to name a few. We show that the risk of the resulting
estimator with respect to the loss function can be bounded by the sum of an
approximation term accounting for the loss between the true distribution and
the model and a complexity term that corresponds to the bound we would get if
this distribution did belong to the model. Our results hold under mild
assumptions on the true distribution of the data and are based on exponential
deviation inequalities that are non-asymptotic and involve explicit constants.
When the model reduces to two distinct probabilities, we show how our
estimation strategy leads to a robust test whose errors of first and second
kinds only depend on the losses between the true distribution and the two
tested probabilities.
"
"stat.TH","  We consider the general (stochastic) contextual bandit problem under the
realizability assumption, i.e., the expected reward, as a function of contexts
and actions, belongs to a general function class $\mathcal{F}$. We design a
fast and simple algorithm that achieves the statistically optimal regret with
only ${O}(\log T)$ calls to an offline least-squares regression oracle across
all $T$ rounds. The number of oracle calls can be further reduced to
$O(\log\log T)$ if $T$ is known in advance. Our results provide the first
universal and optimal reduction from contextual bandits to offline regression,
solving an important open problem in contextual bandits. A direct consequence
of our results is that any advances in offline regression immediately translate
to contextual bandits, statistically and computationally. This leads to faster
algorithms and improved regret guarantees for broader classes of contextual
bandit problems.
"
"stat.TH","  We investigate whether in a distributed setting, adaptive estimation of a
smooth function at the optimal rate is possible under minimal communication. It
turns out that the answer depends on the risk considered and on the number of
servers over which the procedure is distributed. We show that for the
$L_\infty$-risk, adaptively obtaining optimal rates under minimal communication
is not possible. For the $L_2$-risk, it is possible over a range of
regularities that depends on the relation between the number of local servers
and the total sample size.
"
"stat.TH","  We introduce a new general modeling approach for multivariate discrete event
data with categorical interacting marks, which we refer to as marked Bernoulli
processes. In the proposed model, the probability of an event of a specific
category to occur in a location may be influenced by past events at this and
other locations. We do not restrict interactions to be positive or decaying
over time as it is commonly adopted, allowing us to capture an arbitrary shape
of influence from historical events, locations, and events of different
categories. In our modeling, prior knowledge is incorporated by allowing
general convex constraints on model parameters. We develop two parameter
estimation procedures utilizing the constrained Least Squares (LS) and Maximum
Likelihood (ML) estimation, which are solved using variational inequalities
with monotone operators. We discuss different applications of our approach and
illustrate the performance of proposed recovery routines on synthetic examples
and a real-world police dataset.
"
"stat.TH","  This paper considers a multi-armed bandit (MAB) problem in which multiple
mobile agents receive rewards by sampling from a collection of spatially
dispersed stochastic processes, called bandits. The goal is to formulate a
decentralized policy for each agent, in order to maximize the total cumulative
reward over all agents, subject to option availability and inter-agent
communication constraints. The problem formulation is motivated by applications
in which a team of autonomous mobile robots cooperates to accomplish an
exploration and exploitation task in an uncertain environment. Bandit locations
are represented by vertices of the spatial graph. At any time, an agent's
option consist of sampling the bandit at its current location, or traveling
along an edge of the spatial graph to a new bandit location. Communication
constraints are described by a directed, non-stationary, stochastic
communication graph. At any time, agents may receive data only from their
communication graph in-neighbors. For the case of a single agent on a fully
connected spatial graph, it is known that the expected regret for any optimal
policy is necessarily bounded below by a function that grows as the logarithm
of time. A class of policies called upper confidence bound (UCB) algorithms
asymptotically achieve logarithmic regret for the classical MAB problem. In
this paper, we propose a UCB-based decentralized motion and option selection
policy and a non-stationary stochastic communication protocol that guarantee
logarithmic regret. To our knowledge, this is the first such decentralized
policy for non-fully connected spatial graphs with communication constraints.
When the spatial graph is fully connected and the communication graph is
stationary, our decentralized algorithm matches or exceeds the best reported
prior results from the literature.
"
"stat.TH","  We consider a stationary linear AR($p$) model with observations subject to
gross errors (outliers). The autoregression parameters are unknown as well as
the distribution function $G$ of innovations. The distribution of outliers
$\Pi$ is unknown and arbitrary, their intensity is $\gamma n^{-1/2}$ with an
unknown $\gamma$, $n$ is the sample size. We test the hypothesis $H_0\colon
G=G_0$ with simmetric $G_0$. We find the power of the test under local
alternatives $H_{1n}(\rho)\colon G=(1-\rho n^{-1/2})G_0+\rho n^{-1/2}H$. Our
test is the special symmetrized Pearson's type test. Namely, first of all we
estimate the autoregression parameters and then using the residuals from the
estimated autoregression we construct a kind of empirical distribution function
(e.d.f.), which is a counterpart of the (inaccessible) e.d.f. of the
autoregression innovations. We obtain a stochastic expansion of this e.d.f. and
its symmetrized variant under $H_{1n}(\rho)$ , which enables us to construct
and investigate our symmetrized test of Pearson's type for $H_0$. We establish
qualitative robustness of this test in terms of uniform equicontinuity of the
limiting power (as functions of $\gamma,\rho$ and $\Pi$) with respect to
$\gamma$ in a neighborhood of $\gamma=0$.
"
"stat.TH","  Several formulations have long existed in the literature in the form of
continuous mixtures of normal variables where a mixing variable operates on the
mean or on the variance or on both the mean and the variance of a multivariate
normal variable, by changing the nature of these basic constituents from
constants to random quantities. More recently, other mixture-type constructions
have been introduced, where the core random component, on which the mixing
operation operates, is not necessarily normal. The main aim of the present work
is to show that many existing constructions can be encompassed by a formulation
where normal variables are mixed using two univariate random variables. For
this formulation, we derive various general properties. Within the proposed
framework, it is also simpler to formulate new proposals of parametric families
and we provide a few such instances. At the same time, the exposition provides
a review of the theme of normal mixtures.
"
"stat.TH","  The partial copula provides a method for describing the dependence between
two random variables $X$ and $Y$ conditional on a third random vector $Z$ in
terms of nonparametric residuals $U_1$ and $U_2$. This paper develops a
nonparametric test for conditional independence by combining the partial copula
with a quantile regression based method for estimating the nonparametric
residuals. We consider a test statistic based on generalized correlation
between $U_1$ and $U_2$ and derive its large sample properties under
consistency assumptions on the quantile regression procedure. We demonstrate
through a simulation study that the resulting test is sound under complicated
data generating distributions. Moreover, it is competitive to or better than
other state-of-the-art conditional independence tests in terms of level and
power.
"
"stat.TH","  Techniques of matrix completion aim to impute a large portion of missing
entries in a data matrix through a small portion of observed ones, with broad
machine learning applications including collaborative filtering, pairwise
ranking, etc. In practice, additional structures are usually employed in order
to improve the accuracy of matrix completion. Examples include subspace
constraints formed by side information in collaborative filtering, and skew
symmetry in pairwise ranking. This paper performs a unified analysis of
nonconvex matrix completion with linearly parameterized factorization, which
covers the aforementioned examples as special cases. Importantly, uniform upper
bounds for estimation errors are established for all local minima, provided
that the sampling rate satisfies certain conditions determined by the rank,
condition number, and incoherence parameter of the ground-truth low rank
matrix. Empirical efficiency of the proposed method is further illustrated by
numerical simulations.
"
"stat.TH","  This paper uses a probabilistic approach to analyze the converge of an
ensemble Kalman filter solution to an exact Kalman filter solution in the
simplest possible setting, the scalar case, as it allows us to build upon a
rich literature of scalar probability distributions and non-elementary
functions. To this end we introduce the bare-bones Scalar Pedagogical Ensemble
Kalman Filter (SPEnKF). We show that in the asymptotic case of ensemble size,
the expected value of both the analysis mean and variance estimate of the
SPEnKF converges to that of the true Kalman filter, and that the variances of
both tend towards zero, at each time moment. We also show that the ensemble
converges in probability in the complementary case, when the ensemble is
finite, and time is taken to infinity. Moreover, we show that in the
finite-ensemble, finite-time case, variance inflation and mean correction can
be leveraged to coerce the SPEnKF converge to its scalar Kalman filter
counterpart. We then apply this framework to analyze perturbed observations and
explain why perturbed observations ensemble Kalman filters underperform their
deterministic counterparts.
"
"stat.TH","  Permutation tests are widely used in statistics, providing a finite-sample
guarantee on the type I error rate whenever the distribution of the samples
under the null hypothesis is invariant to some rearrangement. Despite its
increasing popularity and empirical success, theoretical properties of the
permutation test, especially its power, have not been fully explored beyond
simple cases. In this paper, we attempt to fill this gap by presenting a
general non-asymptotic framework for analyzing the power of the permutation
test. The utility of our proposed framework is illustrated in the context of
two-sample and independence testing under both discrete and continuous
settings. In each setting, we introduce permutation tests based on U-statistics
and study their minimax performance. We also develop exponential concentration
bounds for permuted U-statistics based on a novel coupling idea, which may be
of independent interest. Building on these exponential bounds, we introduce
permutation tests which are adaptive to unknown smoothness parameters without
losing much power. The proposed framework is further illustrated using more
sophisticated test statistics including weighted U-statistics for multinomial
testing and Gaussian kernel-based statistics for density testing. Finally, we
provide some simulation results that further justify the permutation approach.
"
"stat.TH","  New inference methods for the multivariate coefficient of variation and its
reciprocal, the standardized mean, are presented. While there are various
testing procedures for both parameters in the univariate case, it is less known
how to do inference in the multivariate setting appropriately. There are some
existing procedures but they rely on restrictive assumptions on the underlying
distributions. We tackle this problem by applying Wald-type statistics in the
context of general, potentially heteroscedastic factorial designs. In addition
to the $k$-sample case, higher-way layouts can be incorporated into this
framework allowing the discussion of main and interaction effects. The
resulting procedures are shown to be asymptotically valid under the null
hypothesis and consistent under general alternatives. To improve the finite
sample performance, we suggest permutation versions of the tests and shown that
the tests' asymptotic properties can be transferred to them. An exhaustive
simulation study compares the new tests, their permutation counterparts and
existing methods. To further analyse the differences between the tests, we
conduct two illustrative real data examples.
"
"stat.TH","  The mixed fractional Vasicek model, which is an extended model of the
traditional Vasicek model, has been widely used in modelling volatility,
interest rate and exchange rate. Obviously, if some phenomenon are modeled by
the mixed fractional Vasicek model, statistical inference for this process is
of great interest. Based on continuous time observations, this paper considers
the problem of estimating the drift parameters in the mixed fractional Vasicek
model. We will propose the maximum likelihood estimators of the drift
parameters in the mixed fractional Vasicek model with the Radon-Nikodym
derivative for a mixed fractional Brownian motion. Using the fundamental
martingale and the Laplace transform, both the strong consistency and the
asymptotic normality of the maximum likelihood estimators have been established
for all $H\in(0,1)$, $H\neq 1/2$.
"
"stat.TH","  In this paper, we focus on the influences of the condition number of the
regression matrix upon the comparison between two hyper-parameter estimation
methods: the empirical Bayes (EB) and the Stein's unbiased estimator with
respect to the mean square error (MSE) related to output prediction (SUREy). We
firstly show that the greatest power of the condition number of the regression
matrix of SUREy cost function convergence rate upper bound is always one larger
than that of EB cost function convergence rate upper bound. Meanwhile, EB and
SUREy hyper-parameter estimators are both proved to be asymptotically normally
distributed under suitable conditions. In addition, one ridge regression case
is further investigated to show that when the condition number of the
regression matrix goes to infinity, the asymptotic variance of SUREy estimator
tends to be larger than that of EB estimator.
"
"stat.TH","  This paper introduces a high-dimensional linear IV regression for the data
sampled at mixed frequencies. We show that the high-dimensional slope parameter
of a high-frequency covariate can be identified and accurately estimated
leveraging on a low-frequency instrumental variable. The distinguishing feature
of the model is that it allows handing high-dimensional datasets without
imposing the approximate sparsity restrictions. We propose a
Tikhonov-regularized estimator and derive the convergence rate of its
mean-integrated squared error for time series data. The estimator has a
closed-form expression that is easy to compute and demonstrates excellent
performance in our Monte Carlo experiments. We estimate the real-time price
elasticity of supply on the Australian electricity spot market. Our estimates
suggest that the supply is relatively inelastic and that its elasticity is
heterogeneous throughout the day.
"
"stat.TH","  Random fields on the sphere play a fundamental role in the natural sciences.
This paper presents a simulation algorithm parenthetical to the spectral
turning bands method used in Euclidean spaces, for simulating scalar- or
vector-valued Gaussian random fields on the $d$-dimensional unit sphere. The
simulated random field is obtained by a sum of Gegenbauer waves, each of which
is variable along a randomly oriented arc and constant along the parallels
orthogonal to the arc. Convergence criteria based on the Berry-Ess\'een
inequality are proposed to choose suitable parameters for the implementation of
the algorithm, which is illustrated through numerical experiments. A by-product
of this work is a closed-form expression of the Schoenberg coefficients
associated with the Chentsov and exponential covariance models on spheres of
dimensions greater than or equal to 2.
"
"stat.TH","  We study functional central limit theorems (FCLTs) for persistent Betti
numbers obtained from networks defined on a Poisson point process. The limit is
formed in large volumes of cylindrical shape stretching only in one dimension.
Moreover, the limiting results cover two possible filtrations, namely a
directed sublevel-filtration for stabilizing networks and the Vietoris-Rips
complex on the random geometric graph. Finally, the presented FCLTs open the
door to a variety of statistical applications in topological data analysis and
we consider goodness-of-fit tests in a simulation study.
"
"stat.TH","  In this note, we provide upper bounds on the expectation of the supremum of
empirical processes indexed by H\""older classes of any smoothness and for any
distribution supported on a bounded set in $\mathbb R^d$. These results can be
alternatively seen as non-asymptotic risk bounds, when the unknown distribution
is estimated by its empirical counterpart, based on $n$ independent
observations, and the error of estimation is quantified by the integral
probability metrics (IPM). In particular, the IPM indexed by a H\""older class
is considered and the corresponding rates are derived. These results
interpolate between the two well-known extreme cases: the rate $n^{-1/d}$
corresponding to the Wassertein-1 distance (the least smooth case) and the fast
rate $n^{-1/2}$ corresponding to very smooth functions (for instance, functions
from an RKHS defined by a bounded kernel).
"
"stat.TH","  We discuss estimation problems where a polynomial is observed under Ornstein
Uhlenbeck noise over a long time interval. We prove local asymptotic normality
(LAN) and specify asymptotically efficient estimators. We apply this to the
following problem: feeding noise into the classical (deterministic) Hodgkin
Huxley model of neuroscience, we are interested in asymptotically efficient
estimation of the parameters of the noise process.
"
"stat.TH","  We show that maximum likelihood estimation in statistics is equivalent to
finding the capacity in invariant theory, in two statistical settings:
log-linear models and Gaussian transformation families.The former includes the
classical independence model while the latter includes matrix normal models and
Gaussian graphical models given by transitive directed acyclic graphs. We use
stability under group actions to characterize boundedness of the likelihood,
and existence and uniqueness of the maximum likelihood estimate. Our approach
reveals promising consequences of the interplay between invariant theory and
statistics. In particular, existing scaling algorithms from statistics can be
used in invariant theory, and vice versa.
"
"stat.TH","  We study general singular value shrinkage estimators in high-dimensional
regression and classification, when the number of features and the sample size
both grow proportionally to infinity. We allow models with general covariance
matrices that include a large class of data generating distributions. As far as
the implications of our results are concerned, we find exact asymptotic
formulas for both the training and test errors in regression models fitted by
gradient descent, which provides theoretical insights for early stopping as a
regularization method. In addition, we propose a numerical method based on the
empirical spectra of covariance matrices for the optimal eigenvalue shrinkage
classifier in linear discriminant analysis. Finally, we derive optimal
estimators for the dense mean vectors of high-dimensional distributions.
Throughout our analysis we rely on recent advances in random matrix theory and
develop further results of independent mathematical interest.
"
"stat.TH","  We obtain concentration and large deviation for the sums of independent and
identically distributed random variables with heavy-tailed distributions. Our
concentration results are concerned with random variables whose distributions
satisfy $P(X>t) \leq {\rm e}^{- I(t)}$, where $I: \mathbb{R} \rightarrow
\mathbb{R}$ is an increasing function and $I(t)/t \rightarrow \alpha \in [0,
\infty)$ as $t \rightarrow \infty$. Our main theorem can not only recover some
of the existing results, such as the concentration of the sum of subWeibull
random variables, but it can also produce new results for the sum of random
variables with heavier tails. We show that the concentration inequalities we
obtain are sharp enough to offer large deviation results for the sums of
independent random variables as well. Our analyses which are based on standard
truncation arguments simplify, unify and generalize the existing results on the
concentration and large deviation of heavy-tailed random variables.
"
"stat.TH","  This paper studies the estimation of the coefficient matrix $\Ttheta$ in
multivariate regression with hidden variables, $Y = (\Ttheta)^TX + (B^*)^TZ +
E$, where $Y$ is a $m$-dimensional response vector, $X$ is a $p$-dimensional
vector of observable features, $Z$ represents a $K$-dimensional vector of
unobserved hidden variables, possibly correlated with $X$, and $E$ is an
independent error. The number of hidden variables $K$ is unknown and both $m$
and $p$ are allowed but not required to grow with the sample size $n$. Since
only $Y$ and $X$ are observable, we provide necessary conditions for the
identifiability of $\Ttheta$. The same set of conditions are shown to be
sufficient when the error $E$ is homoscedastic. Our identifiability proof is
constructive and leads to a novel and computationally efficient estimation
algorithm, called HIVE. The first step of the algorithm is to estimate the best
linear prediction of $Y$ given $X$ in which the unknown coefficient matrix
exhibits an additive decomposition of $\Ttheta$ and a dense matrix originated
from the correlation between $X$ and the hidden variable $Z$. Under the row
sparsity assumption on $\Ttheta$, we propose to minimize a penalized least
squares loss by regularizing $\Ttheta$ via a group-lasso penalty and
regularizing the dense matrix via a multivariate ridge penalty. Non-asymptotic
deviation bounds of the in-sample prediction error are established. Our second
step is to estimate the row space of $B^*$ by leveraging the covariance
structure of the residual vector from the first step. In the last step, we
remove the effect of hidden variable by projecting $Y$ onto the complement of
the estimated row space of $B^*$. Non-asymptotic error bounds of our final
estimator are established. The model identifiability, parameter estimation and
statistical guarantees are further extended to the setting with heteroscedastic
errors.
"
"stat.TH","  In their fundamental paper on cubic variance functions (VFs), Letac and Mora
(The Annals of Statistics,1990) presented a systematic, rigorous and
comprehensive study of natural exponential families (NEFs) on the real line,
their characterization through their VFs and mean value parameterization. They
presented a section that for some reason has been left unnoticed. This section
deals with the construction of VFs associated with NEFs of counting
distributions on the set of nonnegative integers and allows to find the
corresponding generating measures. As EDMs are based on NEFs, we introduce in
this paper three new classes of EDMs based on their results. For these classes,
which are associated with simple VFs, we derive their mean value
parameterization and their associated generating measures. We also prove that
they have some desirable properties. Each of these classes is shown to be
overdispersed and zero inflated in ascending order, making them as competitive
statistical models for those in use in both, statistical and actuarial
modeling. A numerical example of real data compares the performance of one
class and demonstrates its superiority.
"
"stat.TH","  Our aim in this work is to give explicit formula of the linear processes
solution of autoregressive time series AR(2) with hint of generating functions
theory by using the Horadam numbers and polynomials.
"
"stat.TH","  Two separate and distinct sources of nonidentifiability arise naturally in
the context of latent position random graph models, though neither are unique
to this setting. In this paper we define and examine these two
nonidentifiabilities, dubbed subspace nonidentifiability and model-based
nonidentifiability, in the context of random graph inference. We give examples
where each type of nonidentifiability comes into play, and we show how in
certain settings one need worry about one or the other type of
nonidentifiability. Then, we characterize the limit for model-based
nonidentifiability both with and without subspace nonidentifiability. We
further obtain additional limiting results for covariances and $U$-statistics
of stochastic block models and generalized random dot product graphs.
"
"stat.TH","  We study the non-convex optimization landscape for maximum likelihood
estimation in the discrete orbit recovery model with Gaussian noise. This model
is motivated by applications in molecular microscopy and image processing,
where each measurement of an unknown object is subject to an independent random
rotation from a rotational group. Equivalently, it is a Gaussian mixture model
where the mixture centers belong to a group orbit.
  We show that fundamental properties of the likelihood landscape depend on the
signal-to-noise ratio and the group structure. At low noise, this landscape is
""benign"" for any discrete group, possessing no spurious local optima and only
strict saddle points. At high noise, this landscape may develop spurious local
optima, depending on the specific group. We discuss several positive and
negative examples, and provide a general condition that ensures a globally
benign landscape. For cyclic permutations of coordinates on $\mathbb{R}^d$
(multi-reference alignment), there may be spurious local optima when $d \geq
6$, and we establish a correspondence between these local optima and those of a
surrogate function of the phase variables in the Fourier domain.
  We show that the Fisher information matrix transitions from resembling that
of a single Gaussian in low noise to having a graded eigenvalue structure in
high noise, which is determined by the graded algebra of invariant polynomials
under the group action. In a local neighborhood of the true object, the
likelihood landscape is strongly convex in a reparametrized system of variables
given by a transcendence basis of this polynomial algebra. We discuss
implications for optimization algorithms, including slow convergence of
expectation-maximization, and possible advantages of momentum-based
acceleration and variable reparametrization for first- and second-order descent
methods.
"
"stat.TH","  Boosting is a well-known method for improving the accuracy of weak learners
in machine learning. However, its theoretical generalization guarantee is
missing in literature. In this paper, we propose an efficient boosting method
with theoretical generalization guarantees for binary classification. Three key
ingredients of the proposed boosting method are: a) the
\textit{fully-corrective greedy} (FCG) update in the boosting procedure, b) a
differentiable \textit{squared hinge} (also called \textit{truncated
quadratic}) function as the loss function, and c) an efficient alternating
direction method of multipliers (ADMM) algorithm for the associated FCG
optimization. The used squared hinge loss not only inherits the robustness of
the well-known hinge loss for classification with outliers, but also brings
some benefits for computational implementation and theoretical justification.
Under some sparseness assumption, we derive a fast learning rate of the order
${\cal O}((m/\log m)^{-1/4})$ for the proposed boosting method, which can be
further improved to ${\cal O}((m/\log m)^{-1/2})$ if certain additional noise
assumption is imposed, where $m$ is the size of sample set. Both derived
learning rates are the best ones among the existing generalization results of
boosting-type methods for classification. Moreover, an efficient early stopping
scheme is provided for the proposed method. A series of toy simulations and
real data experiments are conducted to verify the developed theories and
demonstrate the effectiveness of the proposed method.
"
"stat.TH","  We introduce the concept of pattern graphs--directed acyclic graphs
representing how response patterns are associated. A pattern graph represents
an identifying restriction that is nonparametrically identified/saturated and
is often a missing not at random restriction. We introduce a selection model
and a pattern mixture model formulations using the pattern graphs and show that
they are equivalent. A pattern graph leads to an inverse probability weighting
estimator as well as an imputation-based estimator. We also study the
semi-parametric efficiency theory and derive a multiply-robust estimator using
pattern graphs.
"
"stat.TH","  A distributed binary hypothesis testing (HT) problem over a noisy (discrete
and memoryless) channel studied previously by the authors is investigated from
the perspective of the strong converse property. It was shown by Ahlswede and
Csisz\'{a}r that a strong converse holds in the above setting when the channel
is rate-limited and noiseless. Motivated by this observation, we show that the
strong converse continues to hold in the noisy channel setting for a special
case of HT known as testing against independence (TAI). The proof utilizes the
blowing up lemma and the recent change of measure technique of Tyagi and
Watanabe as the key tools.
"
"stat.TH","  We consider a design problem where experimental conditions (design points
$X_i$) are presented in the form of a sequence of i.i.d.\ random variables,
generated with an unknown probability measure $\mu$, and only a given
proportion $\alpha\in(0,1)$ can be selected. The objective is to select good
candidates $X_i$ on the fly and maximize a concave function $\Phi$ of the
corresponding information matrix. The optimal solution corresponds to the
construction of an optimal bounded design measure $\xi_\alpha^*\leq
\mu/\alpha$, with the difficulty that $\mu$ is unknown and $\xi_\alpha^*$ must
be constructed online. The construction proposed relies on the definition of a
threshold $\tau$ on the directional derivative of $\Phi$ at the current
information matrix, the value of $\tau$ being fixed by a certain quantile of
the distribution of this directional derivative. Combination with recursive
quantile estimation yields a nonlinear two-time-scale stochastic approximation
method. It can be applied to very long design sequences since only the current
information matrix and estimated quantile need to be stored. Convergence to an
optimum design is proved. Various illustrative examples are presented.
"
